Team,Period,Time,Game_ID
St. Cloud State,3rd Period,51.46666666666667,2023-10-07-St. Thomas-St. Cloud State
St. Thomas,Overtime,61.18333333333333,2023-10-07-St. Thomas-St. Cloud State
Boston College,1st Period,18.183333333333334,2023-10-07-Boston College-Quinnipiac
Quinnipiac,3rd Period,54.53333333333333,2023-10-07-Boston College-Quinnipiac
Boston College,Overtime,64.85,2023-10-07-Boston College-Quinnipiac
Mercyhurst,1st Period,12.066666666666666,2023-10-07-Ohio State-Mercyhurst
Ohio State,2nd Period,23.783333333333335,2023-10-07-Ohio State-Mercyhurst
Mercyhurst,2nd Period,26.2,2023-10-07-Ohio State-Mercyhurst
Ohio State,3rd Period,40.95,2023-10-07-Ohio State-Mercyhurst
Ohio State,3rd Period,42.21666666666667,2023-10-07-Ohio State-Mercyhurst
Ohio State,3rd Period,58.766666666666666,2023-10-07-Ohio State-Mercyhurst
Mercyhurst,3rd Period,59.983333333333334,2023-10-07-Ohio State-Mercyhurst
Connecticut,1st Period,7.216666666666667,2023-10-07-Connecticut-Colgate
Connecticut,1st Period,7.75,2023-10-07-Connecticut-Colgate
Colgate,1st Period,7.983333333333333,2023-10-07-Connecticut-Colgate
Connecticut,3rd Period,53.61666666666667,2023-10-07-Connecticut-Colgate
Colgate,3rd Period,55.65,2023-10-07-Connecticut-Colgate
Connecticut,3rd Period,58.43333333333333,2023-10-07-Connecticut-Colgate
Massachusetts,1st Period,9.733333333333333,2023-10-07-American Int'l-Massachusetts
Massachusetts,1st Period,18.9,2023-10-07-American Int'l-Massachusetts
American Int'l,2nd Period,25.1,2023-10-07-American Int'l-Massachusetts
Massachusetts,2nd Period,28.433333333333334,2023-10-07-American Int'l-Massachusetts
Massachusetts,3rd Period,40.53333333333333,2023-10-07-American Int'l-Massachusetts
American Int'l,3rd Period,52.266666666666666,2023-10-07-American Int'l-Massachusetts
American Int'l,3rd Period,56.083333333333336,2023-10-07-American Int'l-Massachusetts
Massachusetts,3rd Period,58.61666666666667,2023-10-07-American Int'l-Massachusetts
Michigan,1st Period,10.883333333333333,2023-10-07-Providence-Michigan
Providence,1st Period,11.783333333333333,2023-10-07-Providence-Michigan
Providence,2nd Period,28.216666666666665,2023-10-07-Providence-Michigan
Providence,2nd Period,32.86666666666667,2023-10-07-Providence-Michigan
Providence,3rd Period,42.8,2023-10-07-Providence-Michigan
Michigan,3rd Period,52.46666666666667,2023-10-07-Providence-Michigan
Northeastern,1st Period,5.283333333333333,2023-10-07-Stonehill-Northeastern
Northeastern,1st Period,6.65,2023-10-07-Stonehill-Northeastern
Northeastern,1st Period,16.233333333333334,2023-10-07-Stonehill-Northeastern
Northeastern,2nd Period,22.5,2023-10-07-Stonehill-Northeastern
Northeastern,2nd Period,29.633333333333333,2023-10-07-Stonehill-Northeastern
Northeastern,3rd Period,40.15,2023-10-07-Stonehill-Northeastern
Northeastern,3rd Period,53.083333333333336,2023-10-07-Stonehill-Northeastern
Penn State,1st Period,19.95,2023-10-07-Penn State-Long Island
Long Island,2nd Period,22.816666666666666,2023-10-07-Penn State-Long Island
Long Island,2nd Period,24.966666666666665,2023-10-07-Penn State-Long Island
Penn State,2nd Period,39.53333333333333,2023-10-07-Penn State-Long Island
Penn State,3rd Period,54.81666666666667,2023-10-07-Penn State-Long Island
Air Force,2nd Period,30.283333333333335,2023-10-07-Lindenwood-Air Force
Lindenwood,2nd Period,31.033333333333335,2023-10-07-Lindenwood-Air Force
Air Force,2nd Period,38.28333333333333,2023-10-07-Lindenwood-Air Force
Air Force,3rd Period,50.18333333333333,2023-10-07-Lindenwood-Air Force
Air Force,3rd Period,56.9,2023-10-07-Lindenwood-Air Force
Bowling Green,1st Period,0.8333333333333334,2023-10-07-Bowling Green-Robert Morris
Bowling Green,1st Period,12.666666666666666,2023-10-07-Bowling Green-Robert Morris
Bowling Green,3rd Period,57.53333333333333,2023-10-07-Bowling Green-Robert Morris
Boston University,1st Period,11.616666666666667,2023-10-07-Boston University-Bentley
Boston University,2nd Period,26.95,2023-10-07-Boston University-Bentley
Bentley,2nd Period,36.81666666666667,2023-10-07-Boston University-Bentley
Bentley,3rd Period,46.43333333333333,2023-10-07-Boston University-Bentley
Boston University,Overtime,63.2,2023-10-07-Boston University-Bentley
Miami,1st Period,3.783333333333333,2023-10-07-Miami-Ferris State
Miami,1st Period,5.316666666666666,2023-10-07-Miami-Ferris State
Miami,1st Period,12.333333333333334,2023-10-07-Miami-Ferris State
Ferris State,2nd Period,22.65,2023-10-07-Miami-Ferris State
Miami,2nd Period,35.05,2023-10-07-Miami-Ferris State
Ferris State,3rd Period,41.4,2023-10-07-Miami-Ferris State
Ferris State,3rd Period,42.516666666666666,2023-10-07-Miami-Ferris State
Ferris State,3rd Period,59.666666666666664,2023-10-07-Miami-Ferris State
Ferris State,Overtime,64.55,2023-10-07-Miami-Ferris State
Wisconsin,1st Period,1.1666666666666667,2023-10-07-Augustana-Wisconsin
Wisconsin,2nd Period,23.033333333333335,2023-10-07-Augustana-Wisconsin
Wisconsin,3rd Period,46.233333333333334,2023-10-07-Augustana-Wisconsin
Wisconsin,3rd Period,50.43333333333333,2023-10-07-Augustana-Wisconsin
Alaska Anchorage,2nd Period,36.21666666666667,2023-10-07-Mass. Lowell-Alaska Anchorage
Alaska Anchorage,3rd Period,51.35,2023-10-07-Mass. Lowell-Alaska Anchorage
Mass. Lowell,3rd Period,54.68333333333333,2023-10-07-Mass. Lowell-Alaska Anchorage
Mass. Lowell,3rd Period,58.86666666666667,2023-10-07-Mass. Lowell-Alaska Anchorage
Alaska Anchorage,Overtime,64.15,2023-10-07-Mass. Lowell-Alaska Anchorage
Minnesota Duluth,1st Period,6.483333333333333,2023-10-07-Michigan Tech-Minnesota Duluth
Michigan Tech,2nd Period,21.116666666666667,2023-10-07-Michigan Tech-Minnesota Duluth
Minnesota Duluth,3rd Period,43.266666666666666,2023-10-07-Michigan Tech-Minnesota Duluth
Michigan Tech,3rd Period,50.21666666666667,2023-10-07-Michigan Tech-Minnesota Duluth
Alaska,1st Period,4.783333333333333,2023-10-07-Denver-Alaska
Denver,1st Period,5.35,2023-10-07-Denver-Alaska
Denver,1st Period,9.033333333333333,2023-10-07-Denver-Alaska
Denver,2nd Period,26.066666666666666,2023-10-07-Denver-Alaska
Denver,2nd Period,27.783333333333335,2023-10-07-Denver-Alaska
Alaska,2nd Period,33.03333333333333,2023-10-07-Denver-Alaska
Denver,3rd Period,42.93333333333333,2023-10-07-Denver-Alaska
Denver,3rd Period,54.3,2023-10-07-Denver-Alaska
Denver,3rd Period,55.95,2023-10-07-Denver-Alaska
Alaska,3rd Period,58.233333333333334,2023-10-07-Denver-Alaska
Union,1st Period,8.916666666666666,2023-10-08-Union-Army
Union,1st Period,14.85,2023-10-08-Union-Army
Union,1st Period,18.633333333333333,2023-10-08-Union-Army
Union,2nd Period,31.416666666666668,2023-10-08-Union-Army
Union,2nd Period,37.61666666666667,2023-10-08-Union-Army
Union,3rd Period,53.583333333333336,2023-10-08-Union-Army
Connecticut,1st Period,0.7333333333333333,2023-10-08-Connecticut-Colgate
Colgate,1st Period,6.3,2023-10-08-Connecticut-Colgate
Colgate,2nd Period,22.633333333333333,2023-10-08-Connecticut-Colgate
Colgate,2nd Period,35.583333333333336,2023-10-08-Connecticut-Colgate
Connecticut,3rd Period,52.05,2023-10-08-Connecticut-Colgate
Connecticut,3rd Period,58.083333333333336,2023-10-08-Connecticut-Colgate
Michigan,1st Period,0.38333333333333336,2023-10-08-Providence-Michigan
Michigan,1st Period,3.183333333333333,2023-10-08-Providence-Michigan
Providence,2nd Period,34.35,2023-10-08-Providence-Michigan
Michigan,2nd Period,39.833333333333336,2023-10-08-Providence-Michigan
Michigan,3rd Period,44.86666666666667,2023-10-08-Providence-Michigan
Michigan,3rd Period,54.5,2023-10-08-Providence-Michigan
Providence,3rd Period,56.71666666666667,2023-10-08-Providence-Michigan
Providence,3rd Period,58.25,2023-10-08-Providence-Michigan
Providence,3rd Period,59.03333333333333,2023-10-08-Providence-Michigan
Michigan State,1st Period,12.5,2023-10-08-Lake Superior-Michigan State
Lake Superior,2nd Period,28.416666666666668,2023-10-08-Lake Superior-Michigan State
Michigan State,2nd Period,28.95,2023-10-08-Lake Superior-Michigan State
Michigan State,3rd Period,43.516666666666666,2023-10-08-Lake Superior-Michigan State
Lake Superior,3rd Period,44.71666666666667,2023-10-08-Lake Superior-Michigan State
Michigan State,3rd Period,59.15,2023-10-08-Lake Superior-Michigan State
St. Cloud State,2nd Period,30.6,2023-10-08-St. Cloud State-St. Thomas
Notre Dame,2nd Period,24.35,2023-10-08-Clarkson-Notre Dame
Notre Dame,3rd Period,41.21666666666667,2023-10-08-Clarkson-Notre Dame
Notre Dame,3rd Period,55.68333333333333,2023-10-08-Clarkson-Notre Dame
Miami,1st Period,9.533333333333333,2023-10-08-Miami-Ferris State
Ferris State,2nd Period,33.333333333333336,2023-10-08-Miami-Ferris State
Miami,3rd Period,43.7,2023-10-08-Miami-Ferris State
Miami,3rd Period,44.833333333333336,2023-10-08-Miami-Ferris State
Ferris State,3rd Period,50.03333333333333,2023-10-08-Miami-Ferris State
Miami,3rd Period,53.05,2023-10-08-Miami-Ferris State
Miami,3rd Period,56.0,2023-10-08-Miami-Ferris State
Robert Morris,1st Period,16.566666666666666,2023-10-08-Robert Morris-Bowling Green
Robert Morris,2nd Period,29.483333333333334,2023-10-08-Robert Morris-Bowling Green
Robert Morris,3rd Period,59.233333333333334,2023-10-08-Robert Morris-Bowling Green
Wisconsin,1st Period,7.65,2023-10-08-Augustana-Wisconsin
Wisconsin,2nd Period,25.916666666666668,2023-10-08-Augustana-Wisconsin
Wisconsin,3rd Period,57.88333333333333,2023-10-08-Augustana-Wisconsin
Long Island,1st Period,9.5,2023-10-08-Long Island-Holy Cross
Holy Cross,2nd Period,25.55,2023-10-08-Long Island-Holy Cross
Holy Cross,2nd Period,39.78333333333333,2023-10-08-Long Island-Holy Cross
Holy Cross,3rd Period,46.0,2023-10-08-Long Island-Holy Cross
Long Island,3rd Period,51.983333333333334,2023-10-08-Long Island-Holy Cross
Holy Cross,3rd Period,58.28333333333333,2023-10-08-Long Island-Holy Cross
Holy Cross,3rd Period,59.86666666666667,2023-10-08-Long Island-Holy Cross
Lindenwood,1st Period,3.466666666666667,2023-10-08-Lindenwood-Air Force
Air Force,1st Period,6.65,2023-10-08-Lindenwood-Air Force
Lindenwood,2nd Period,31.716666666666665,2023-10-08-Lindenwood-Air Force
Lindenwood,2nd Period,35.18333333333333,2023-10-08-Lindenwood-Air Force
Air Force,2nd Period,36.71666666666667,2023-10-08-Lindenwood-Air Force
Air Force,3rd Period,59.983333333333334,2023-10-08-Lindenwood-Air Force
Lindenwood,Overtime,62.983333333333334,2023-10-08-Lindenwood-Air Force
Mass. Lowell,3rd Period,43.95,2023-10-08-Mass. Lowell-Alaska Anchorage
Mass. Lowell,3rd Period,48.516666666666666,2023-10-08-Mass. Lowell-Alaska Anchorage
Alaska Anchorage,3rd Period,51.166666666666664,2023-10-08-Mass. Lowell-Alaska Anchorage
Alaska,1st Period,6.783333333333333,2023-10-08-Denver-Alaska
Denver,1st Period,19.1,2023-10-08-Denver-Alaska
Denver,2nd Period,23.516666666666666,2023-10-08-Denver-Alaska
Denver,2nd Period,25.166666666666668,2023-10-08-Denver-Alaska
Denver,2nd Period,31.55,2023-10-08-Denver-Alaska
Denver,3rd Period,53.86666666666667,2023-10-08-Denver-Alaska
Alaska,3rd Period,57.416666666666664,2023-10-08-Denver-Alaska
Western Michigan,1st Period,0.26666666666666666,2023-10-12-Ferris State-Western Michigan
Ferris State,1st Period,11.366666666666667,2023-10-12-Ferris State-Western Michigan
Western Michigan,1st Period,14.15,2023-10-12-Ferris State-Western Michigan
Western Michigan,2nd Period,20.683333333333334,2023-10-12-Ferris State-Western Michigan
Ferris State,2nd Period,33.4,2023-10-12-Ferris State-Western Michigan
Western Michigan,2nd Period,38.9,2023-10-12-Ferris State-Western Michigan
Western Michigan,3rd Period,40.28333333333333,2023-10-12-Ferris State-Western Michigan
Ferris State,3rd Period,43.1,2023-10-12-Ferris State-Western Michigan
Western Michigan,3rd Period,48.8,2023-10-12-Ferris State-Western Michigan
Ferris State,3rd Period,52.31666666666667,2023-10-12-Ferris State-Western Michigan
Rensselaer,1st Period,2.6666666666666665,2023-10-12-Rensselaer-Maine
Maine,2nd Period,21.316666666666666,2023-10-12-Rensselaer-Maine
Maine,2nd Period,28.016666666666666,2023-10-12-Rensselaer-Maine
Maine,3rd Period,40.28333333333333,2023-10-12-Rensselaer-Maine
Maine,3rd Period,40.8,2023-10-12-Rensselaer-Maine
Air Force,1st Period,3.1666666666666665,2023-10-12-Michigan State-Air Force
Air Force,1st Period,7.816666666666666,2023-10-12-Michigan State-Air Force
Air Force,1st Period,19.733333333333334,2023-10-12-Michigan State-Air Force
Michigan State,2nd Period,29.683333333333334,2023-10-12-Michigan State-Air Force
Air Force,2nd Period,29.866666666666667,2023-10-12-Michigan State-Air Force
Air Force,2nd Period,33.05,2023-10-12-Michigan State-Air Force
Michigan State,2nd Period,36.6,2023-10-12-Michigan State-Air Force
Michigan State,2nd Period,39.78333333333333,2023-10-12-Michigan State-Air Force
Michigan State,3rd Period,48.78333333333333,2023-10-12-Michigan State-Air Force
Air Force,3rd Period,58.56666666666667,2023-10-12-Michigan State-Air Force
Michigan State,3rd Period,59.93333333333333,2023-10-12-Michigan State-Air Force
Vermont,1st Period,16.383333333333333,2023-10-13-Vermont-St. Lawrence
Vermont,2nd Period,22.383333333333333,2023-10-13-Vermont-St. Lawrence
Vermont,2nd Period,23.35,2023-10-13-Vermont-St. Lawrence
St. Lawrence,3rd Period,55.13333333333333,2023-10-13-Vermont-St. Lawrence
Michigan,1st Period,15.016666666666667,2023-10-13-Michigan-Massachusetts
Michigan,1st Period,16.083333333333332,2023-10-13-Michigan-Massachusetts
Michigan,2nd Period,23.6,2023-10-13-Michigan-Massachusetts
Massachusetts,2nd Period,25.083333333333332,2023-10-13-Michigan-Massachusetts
Michigan,2nd Period,30.05,2023-10-13-Michigan-Massachusetts
Michigan,2nd Period,30.633333333333333,2023-10-13-Michigan-Massachusetts
Michigan,3rd Period,41.85,2023-10-13-Michigan-Massachusetts
Massachusetts,3rd Period,51.38333333333333,2023-10-13-Michigan-Massachusetts
Michigan,3rd Period,53.1,2023-10-13-Michigan-Massachusetts
Maine,1st Period,6.25,2023-10-13-Rensselaer-Maine
Maine,1st Period,10.383333333333333,2023-10-13-Rensselaer-Maine
Rensselaer,1st Period,15.8,2023-10-13-Rensselaer-Maine
Maine,2nd Period,26.966666666666665,2023-10-13-Rensselaer-Maine
Maine,2nd Period,39.68333333333333,2023-10-13-Rensselaer-Maine
Rensselaer,3rd Period,40.233333333333334,2023-10-13-Rensselaer-Maine
Maine,3rd Period,50.083333333333336,2023-10-13-Rensselaer-Maine
Rensselaer,3rd Period,57.96666666666667,2023-10-13-Rensselaer-Maine
Maine,3rd Period,59.0,2023-10-13-Rensselaer-Maine
Penn State,1st Period,15.866666666666667,2023-10-13-Penn State-Clarkson
Penn State,2nd Period,27.333333333333332,2023-10-13-Penn State-Clarkson
Penn State,2nd Period,32.78333333333333,2023-10-13-Penn State-Clarkson
Clarkson,2nd Period,34.8,2023-10-13-Penn State-Clarkson
Clarkson,3rd Period,50.06666666666667,2023-10-13-Penn State-Clarkson
Penn State,3rd Period,59.15,2023-10-13-Penn State-Clarkson
Connecticut,2nd Period,23.85,2023-10-13-Connecticut-Holy Cross
Holy Cross,2nd Period,28.616666666666667,2023-10-13-Connecticut-Holy Cross
Holy Cross,3rd Period,46.53333333333333,2023-10-13-Connecticut-Holy Cross
Providence,1st Period,13.6,2023-10-13-Stonehill-Providence
Providence,2nd Period,22.283333333333335,2023-10-13-Stonehill-Providence
Providence,2nd Period,23.35,2023-10-13-Stonehill-Providence
Providence,2nd Period,31.383333333333333,2023-10-13-Stonehill-Providence
Providence,3rd Period,44.65,2023-10-13-Stonehill-Providence
Providence,3rd Period,52.21666666666667,2023-10-13-Stonehill-Providence
Providence,3rd Period,58.38333333333333,2023-10-13-Stonehill-Providence
Stonehill,3rd Period,59.86666666666667,2023-10-13-Stonehill-Providence
Colgate,1st Period,1.1333333333333333,2023-10-13-Colgate-Sacred Heart
Colgate,2nd Period,30.783333333333335,2023-10-13-Colgate-Sacred Heart
Sacred Heart,2nd Period,31.333333333333332,2023-10-13-Colgate-Sacred Heart
Colgate,2nd Period,35.15,2023-10-13-Colgate-Sacred Heart
Sacred Heart,3rd Period,58.18333333333333,2023-10-13-Colgate-Sacred Heart
Long Island,1st Period,0.9166666666666666,2023-10-13-Long Island-Boston College
Long Island,1st Period,8.883333333333333,2023-10-13-Long Island-Boston College
Boston College,1st Period,12.15,2023-10-13-Long Island-Boston College
Boston College,1st Period,13.216666666666667,2023-10-13-Long Island-Boston College
Boston College,2nd Period,30.066666666666666,2023-10-13-Long Island-Boston College
Boston College,2nd Period,33.15,2023-10-13-Long Island-Boston College
Ohio State,1st Period,1.5,2023-10-13-Lindenwood-Ohio State
Lindenwood,1st Period,4.333333333333333,2023-10-13-Lindenwood-Ohio State
Ohio State,1st Period,10.416666666666666,2023-10-13-Lindenwood-Ohio State
Lindenwood,1st Period,16.633333333333333,2023-10-13-Lindenwood-Ohio State
Ohio State,2nd Period,30.683333333333334,2023-10-13-Lindenwood-Ohio State
Ohio State,3rd Period,45.36666666666667,2023-10-13-Lindenwood-Ohio State
American Int'l,2nd Period,30.966666666666665,2023-10-13-Quinnipiac-American Int'l
Quinnipiac,3rd Period,45.15,2023-10-13-Quinnipiac-American Int'l
American Int'l,3rd Period,49.983333333333334,2023-10-13-Quinnipiac-American Int'l
Quinnipiac,3rd Period,56.833333333333336,2023-10-13-Quinnipiac-American Int'l
Quinnipiac,Overtime,63.46666666666667,2023-10-13-Quinnipiac-American Int'l
Miami,1st Period,4.85,2023-10-13-Canisius-Miami
Miami,1st Period,13.35,2023-10-13-Canisius-Miami
Canisius,1st Period,17.583333333333332,2023-10-13-Canisius-Miami
Miami,2nd Period,29.65,2023-10-13-Canisius-Miami
Miami,3rd Period,42.416666666666664,2023-10-13-Canisius-Miami
Canisius,3rd Period,57.483333333333334,2023-10-13-Canisius-Miami
Alaska Anchorage,1st Period,9.083333333333334,2023-10-13-Alaska Anchorage-Lake Superior
Lake Superior,1st Period,10.6,2023-10-13-Alaska Anchorage-Lake Superior
Lake Superior,2nd Period,25.966666666666665,2023-10-13-Alaska Anchorage-Lake Superior
Lake Superior,2nd Period,33.36666666666667,2023-10-13-Alaska Anchorage-Lake Superior
Lake Superior,3rd Period,40.45,2023-10-13-Alaska Anchorage-Lake Superior
Lake Superior,3rd Period,45.35,2023-10-13-Alaska Anchorage-Lake Superior
Michigan Tech,1st Period,18.166666666666668,2023-10-13-Alaska-Michigan Tech
Alaska,2nd Period,22.666666666666668,2023-10-13-Alaska-Michigan Tech
Alaska,2nd Period,23.783333333333335,2023-10-13-Alaska-Michigan Tech
Alaska,2nd Period,31.516666666666666,2023-10-13-Alaska-Michigan Tech
Alaska,2nd Period,36.96666666666667,2023-10-13-Alaska-Michigan Tech
Ferris State,1st Period,11.916666666666666,2023-10-13-Western Michigan-Ferris State
Ferris State,1st Period,19.983333333333334,2023-10-13-Western Michigan-Ferris State
Western Michigan,2nd Period,20.3,2023-10-13-Western Michigan-Ferris State
Western Michigan,2nd Period,25.533333333333335,2023-10-13-Western Michigan-Ferris State
Western Michigan,2nd Period,34.9,2023-10-13-Western Michigan-Ferris State
Ferris State,3rd Period,48.516666666666666,2023-10-13-Western Michigan-Ferris State
Wisconsin,1st Period,2.5833333333333335,2023-10-13-Wisconsin-Bemidji State
Bemidji State,1st Period,9.5,2023-10-13-Wisconsin-Bemidji State
Wisconsin,2nd Period,32.083333333333336,2023-10-13-Wisconsin-Bemidji State
Bemidji State,2nd Period,34.38333333333333,2023-10-13-Wisconsin-Bemidji State
Bemidji State,3rd Period,42.68333333333333,2023-10-13-Wisconsin-Bemidji State
Wisconsin,3rd Period,50.8,2023-10-13-Wisconsin-Bemidji State
Wisconsin,Overtime,64.18333333333334,2023-10-13-Wisconsin-Bemidji State
North Dakota,1st Period,3.966666666666667,2023-10-13-Army-North Dakota
Army,1st Period,6.733333333333333,2023-10-13-Army-North Dakota
North Dakota,2nd Period,24.116666666666667,2023-10-13-Army-North Dakota
North Dakota,2nd Period,29.6,2023-10-13-Army-North Dakota
North Dakota,2nd Period,30.416666666666668,2023-10-13-Army-North Dakota
North Dakota,2nd Period,31.466666666666665,2023-10-13-Army-North Dakota
Army,3rd Period,46.11666666666667,2023-10-13-Army-North Dakota
North Dakota,3rd Period,53.81666666666667,2023-10-13-Army-North Dakota
North Dakota,3rd Period,57.61666666666667,2023-10-13-Army-North Dakota
Omaha,1st Period,2.3333333333333335,2023-10-13-Niagara-Omaha
Omaha,1st Period,5.083333333333333,2023-10-13-Niagara-Omaha
Niagara,1st Period,11.083333333333334,2023-10-13-Niagara-Omaha
Omaha,1st Period,15.833333333333334,2023-10-13-Niagara-Omaha
Omaha,2nd Period,38.25,2023-10-13-Niagara-Omaha
Omaha,2nd Period,38.46666666666667,2023-10-13-Niagara-Omaha
Omaha,3rd Period,40.65,2023-10-13-Niagara-Omaha
Omaha,3rd Period,49.03333333333333,2023-10-13-Niagara-Omaha
Omaha,3rd Period,52.666666666666664,2023-10-13-Niagara-Omaha
St. Cloud State,1st Period,7.066666666666666,2023-10-13-St. Cloud State-Minnesota State
St. Cloud State,2nd Period,22.35,2023-10-13-St. Cloud State-Minnesota State
Minnesota State,2nd Period,24.116666666666667,2023-10-13-St. Cloud State-Minnesota State
Minnesota State,2nd Period,32.78333333333333,2023-10-13-St. Cloud State-Minnesota State
Minnesota State,Overtime,63.166666666666664,2023-10-13-St. Cloud State-Minnesota State
Minnesota Duluth,1st Period,13.866666666666667,2023-10-13-Northern Michigan-Minnesota Duluth
Minnesota Duluth,1st Period,14.116666666666667,2023-10-13-Northern Michigan-Minnesota Duluth
Minnesota Duluth,1st Period,16.666666666666668,2023-10-13-Northern Michigan-Minnesota Duluth
Northern Michigan,2nd Period,21.85,2023-10-13-Northern Michigan-Minnesota Duluth
Northern Michigan,2nd Period,24.5,2023-10-13-Northern Michigan-Minnesota Duluth
Northern Michigan,2nd Period,26.266666666666666,2023-10-13-Northern Michigan-Minnesota Duluth
Minnesota Duluth,2nd Period,37.65,2023-10-13-Northern Michigan-Minnesota Duluth
Northern Michigan,3rd Period,48.233333333333334,2023-10-13-Northern Michigan-Minnesota Duluth
Northern Michigan,3rd Period,50.233333333333334,2023-10-13-Northern Michigan-Minnesota Duluth
Minnesota Duluth,3rd Period,57.03333333333333,2023-10-13-Northern Michigan-Minnesota Duluth
Minnesota,1st Period,7.75,2023-10-13-St. Thomas-Minnesota
Minnesota,1st Period,18.4,2023-10-13-St. Thomas-Minnesota
St. Thomas,2nd Period,23.45,2023-10-13-St. Thomas-Minnesota
St. Thomas,2nd Period,29.633333333333333,2023-10-13-St. Thomas-Minnesota
St. Thomas,2nd Period,37.416666666666664,2023-10-13-St. Thomas-Minnesota
St. Thomas,3rd Period,40.45,2023-10-13-St. Thomas-Minnesota
Minnesota,3rd Period,40.78333333333333,2023-10-13-St. Thomas-Minnesota
Minnesota,3rd Period,42.13333333333333,2023-10-13-St. Thomas-Minnesota
Minnesota,3rd Period,46.083333333333336,2023-10-13-St. Thomas-Minnesota
St. Thomas,3rd Period,53.233333333333334,2023-10-13-St. Thomas-Minnesota
Minnesota,Overtime,61.4,2023-10-13-St. Thomas-Minnesota
Union,1st Period,2.8833333333333333,2023-10-13-Union-Colorado College
Colorado College,1st Period,14.0,2023-10-13-Union-Colorado College
Colorado College,2nd Period,26.833333333333332,2023-10-13-Union-Colorado College
Colorado College,2nd Period,27.366666666666667,2023-10-13-Union-Colorado College
Colorado College,2nd Period,27.65,2023-10-13-Union-Colorado College
Colorado College,2nd Period,29.0,2023-10-13-Union-Colorado College
Colorado College,2nd Period,37.416666666666664,2023-10-13-Union-Colorado College
Union,3rd Period,47.1,2023-10-13-Union-Colorado College
Union,3rd Period,57.233333333333334,2023-10-13-Union-Colorado College
Colorado College,3rd Period,58.333333333333336,2023-10-13-Union-Colorado College
Michigan State,1st Period,18.366666666666667,2023-10-13-Michigan State-Air Force
Michigan State,2nd Period,23.716666666666665,2023-10-13-Michigan State-Air Force
Michigan State,2nd Period,28.166666666666668,2023-10-13-Michigan State-Air Force
Air Force,2nd Period,31.866666666666667,2023-10-13-Michigan State-Air Force
Air Force,2nd Period,32.7,2023-10-13-Michigan State-Air Force
Michigan State,3rd Period,50.483333333333334,2023-10-13-Michigan State-Air Force
Michigan State,3rd Period,53.21666666666667,2023-10-13-Michigan State-Air Force
Air Force,3rd Period,55.5,2023-10-13-Michigan State-Air Force
Arizona State,Overtime,62.55,2023-10-13-Merrimack-Arizona State
Boston University,1st Period,2.95,2023-10-13-Boston University-New Hampshire
New Hampshire,1st Period,8.666666666666666,2023-10-13-Boston University-New Hampshire
New Hampshire,1st Period,10.7,2023-10-13-Boston University-New Hampshire
Boston University,1st Period,14.766666666666667,2023-10-13-Boston University-New Hampshire
Boston University,1st Period,16.666666666666668,2023-10-13-Boston University-New Hampshire
New Hampshire,1st Period,17.116666666666667,2023-10-13-Boston University-New Hampshire
New Hampshire,2nd Period,21.716666666666665,2023-10-13-Boston University-New Hampshire
New Hampshire,2nd Period,26.083333333333332,2023-10-13-Boston University-New Hampshire
Boston University,2nd Period,33.86666666666667,2023-10-13-Boston University-New Hampshire
New Hampshire,3rd Period,43.06666666666667,2023-10-13-Boston University-New Hampshire
Mercyhurst,1st Period,15.833333333333334,2023-10-14-Robert Morris-Mercyhurst
